accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
39	0.6956	0.7654	0.8993	1.7346	0.4643	0.7483	33.8571	0.2077	9.3686	1022.0000	0.3595	2845.0000	0.9384	1964.0000	2093.0000	0.8148	0.9575
40	0.6967	0.7672	0.8996	1.7505	0.4618	0.7478	33.7857	0.2076	9.4100	1035.0000	0.3634	2850.0000	0.9312	1949.0000	2093.0000	0.8147	0.9577
41	0.6905	0.7654	0.8992	1.7698	0.4473	0.7419	33.9286	0.2125	9.3508	1058.0000	0.3715	2850.0000	0.9384	1964.0000	2093.0000	0.8049	0.9561
42	0.6954	0.7663	0.8990	1.7698	0.4800	0.7448	33.6429	0.2111	9.3482	1036.0000	0.3626	2859.0000	0.9345	1956.0000	2093.0000	0.8111	0.9580
43	0.6935	0.7668	0.8987	1.8025	0.4715	0.7367	33.7857	0.2180	9.2577	1052.0000	0.3706	2841.0000	0.9326	1952.0000	2093.0000	0.8029	0.9571
44	0.6945	0.7672	0.8993	1.7631	0.4749	0.7479	33.8571	0.2083	9.3740	1024.0000	0.3602	2845.0000	0.9312	1949.0000	2093.0000	0.8148	0.9565
45	0.6878	0.7659	0.8992	1.7600	0.4575	0.7417	33.7857	0.2131	9.3628	1047.0000	0.3676	2850.0000	0.9365	1960.0000	2093.0000	0.8095	0.9573
46	0.6913	0.7673	0.8993	1.7615	0.4730	0.7451	33.7143	0.2104	9.3491	1025.0000	0.3598	2851.0000	0.9307	1948.0000	2093.0000	0.8134	0.9577
47	0.6907	0.7671	0.8995	1.7481	0.4589	0.7413	33.5714	0.2120	9.3631	1038.0000	0.3645	2850.0000	0.9317	1950.0000	2093.0000	0.8165	0.9584
48	0.6922	0.7672	0.8995	1.7545	0.4619	0.7470	33.9286	0.2093	9.3905	1045.0000	0.3663	2855.0000	0.9312	1949.0000	2093.0000	0.8112	0.9573
49	0.6927	0.7645	0.8991	1.7706	0.4647	0.7415	33.7143	0.2144	9.3521	1052.0000	0.3687	2855.0000	0.9417	1971.0000	2093.0000	0.8109	0.9577
50	0.6875	0.7648	0.8990	1.7804	0.4755	0.7452	33.9286	0.2136	9.3103	1019.0000	0.3589	2841.0000	0.9408	1969.0000	2093.0000	0.8145	0.9567
51	0.6932	0.7661	0.8990	1.8205	0.4684	0.7492	33.8571	0.2069	9.3121	1034.0000	0.3628	2852.0000	0.9355	1958.0000	2093.0000	0.8156	0.9550
52	0.6967	0.7671	0.8994	1.6976	0.4681	0.7482	33.6429	0.2088	9.3646	1032.0000	0.3611	2860.0000	0.9317	1950.0000	2093.0000	0.8157	0.9600
53	0.6785	0.7662	0.8996	1.7797	0.4672	0.7299	33.7143	0.2261	9.4476	1045.0000	0.3674	2846.0000	0.9350	1957.0000	2093.0000	0.8057	0.9565
54	0.6936	0.7660	0.8991	1.8036	0.4791	0.7428	33.7857	0.2127	9.3083	1047.0000	0.3675	2851.0000	0.9360	1959.0000	2093.0000	0.8085	0.9565
55	0.6777	0.7675	0.8997	1.7440	0.4708	0.7304	33.6429	0.2270	9.4270	1064.0000	0.3724	2859.0000	0.9298	1946.0000	2093.0000	0.7985	0.9572
56	0.6857	0.7654	0.8991	1.8357	0.4631	0.7344	33.8571	0.2213	9.3493	1052.0000	0.3695	2849.0000	0.9384	1964.0000	2093.0000	0.8066	0.9559
57	0.6879	0.7672	0.8991	1.8419	0.4623	0.7356	33.8571	0.2187	9.3145	1053.0000	0.3693	2853.0000	0.9312	1949.0000	2093.0000	0.8002	0.9552
58	0.6839	0.7674	0.8999	1.7238	0.4716	0.7401	33.8571	0.2154	9.4674	1032.0000	0.3620	2853.0000	0.9302	1947.0000	2093.0000	0.8167	0.9575
59	0.6952	0.7650	0.8994	1.7944	0.4648	0.7476	33.8571	0.2114	9.3935	1032.0000	0.3624	2850.0000	0.9398	1967.0000	2093.0000	0.8091	0.9566
60	0.6897	0.7655	0.8995	1.7722	0.4579	0.7441	33.7857	0.2153	9.4427	1042.0000	0.3660	2849.0000	0.9379	1963.0000	2093.0000	0.8126	0.9573
61	0.6893	0.7668	0.8986	1.8731	0.4646	0.7416	33.7143	0.2146	9.2700	1054.0000	0.3698	2852.0000	0.9326	1952.0000	2093.0000	0.8054	0.9561
62	0.6957	0.7649	0.8990	1.7575	0.4714	0.7435	33.2857	0.2093	9.3125	1037.0000	0.3641	2850.0000	0.9403	1968.0000	2093.0000	0.8161	0.9563
63	0.6927	0.7651	0.8989	1.8163	0.4538	0.7443	33.8571	0.2083	9.2940	1039.0000	0.3660	2841.0000	0.9393	1966.0000	2093.0000	0.8120	0.9567
64	0.6840	0.7660	0.8990	1.7854	0.4633	0.7402	33.8571	0.2154	9.3150	1038.0000	0.3642	2852.0000	0.9360	1959.0000	2093.0000	0.8145	0.9555
65	0.6851	0.7663	0.8994	1.7181	0.4663	0.7372	33.7857	0.2221	9.4029	1057.0000	0.3709	2852.0000	0.9345	1956.0000	2093.0000	0.8061	0.9585
66	0.6850	0.7671	0.8996	1.8618	0.4635	0.7434	33.7143	0.2137	9.4118	1046.0000	0.3654	2865.0000	0.9317	1950.0000	2093.0000	0.8126	0.9555
67	0.6964	0.7660	0.8996	1.6924	0.4582	0.7407	33.7857	0.2148	9.4370	1049.0000	0.3686	2848.0000	0.9360	1959.0000	2093.0000	0.8048	0.9582
68	0.6851	0.7661	0.8992	1.7662	0.4650	0.7344	33.7857	0.2204	9.3453	1051.0000	0.3692	2849.0000	0.9355	1958.0000	2093.0000	0.8017	0.9573
69	0.6946	0.7645	0.8992	1.7788	0.4704	0.7415	33.8571	0.2111	9.3683	1042.0000	0.3655	2853.0000	0.9417	1971.0000	2093.0000	0.8104	0.9565
70	0.6840	0.7684	0.8992	1.8177	0.4608	0.7337	33.5000	0.2225	9.3853	1054.0000	0.3698	2852.0000	0.9264	1939.0000	2093.0000	0.8026	0.9565
71	0.6939	0.7642	0.8991	1.7936	0.4697	0.7478	33.5714	0.2086	9.3490	1022.0000	0.3590	2849.0000	0.9431	1974.0000	2093.0000	0.8161	0.9560
72	0.7039	0.7668	0.8989	1.8283	0.4671	0.7570	33.5000	0.1967	9.2818	1021.0000	0.3565	2866.0000	0.9326	1952.0000	2093.0000	0.8241	0.9576
73	0.6742	0.7674	0.8997	1.7985	0.4599	0.7260	33.7857	0.2297	9.4237	1079.0000	0.3798	2843.0000	0.9302	1947.0000	2093.0000	0.7932	0.9558
74	0.6883	0.7668	0.8996	1.7752	0.4618	0.7404	33.7857	0.2168	9.4314	1044.0000	0.3663	2852.0000	0.9326	1952.0000	2093.0000	0.8128	0.9568
75	0.6965	0.7656	0.8991	1.8107	0.4592	0.7427	33.7857	0.2118	9.3481	1039.0000	0.3644	2853.0000	0.9374	1962.0000	2093.0000	0.8062	0.9565
76	0.6934	0.7643	0.8990	1.7923	0.4571	0.7460	33.7143	0.2099	9.3147	1036.0000	0.3644	2845.0000	0.9427	1973.0000	2093.0000	0.8165	0.9566
77	0.6881	0.7685	0.8998	1.7575	0.4774	0.7417	33.7857	0.2153	9.4014	1038.0000	0.3634	2858.0000	0.9259	1938.0000	2093.0000	0.8111	0.9575
78	0.6940	0.7668	0.8993	1.7376	0.4805	0.7464	33.8571	0.2127	9.3622	1019.0000	0.3577	2851.0000	0.9326	1952.0000	2093.0000	0.8183	0.9573
79	0.6957	0.7626	0.8985	1.8305	0.4721	0.7397	33.7143	0.2119	9.2808	1045.0000	0.3671	2849.0000	0.9494	1987.0000	2093.0000	0.8115	0.9559
80	0.6900	0.7665	0.8994	1.7741	0.4669	0.7413	34.0000	0.2142	9.3980	1027.0000	0.3600	2855.0000	0.9341	1955.0000	2093.0000	0.8210	0.9565
81	0.6939	0.7667	0.8995	1.7585	0.4598	0.7496	33.7857	0.2078	9.4173	1032.0000	0.3625	2849.0000	0.9331	1953.0000	2093.0000	0.8189	0.9576
82	0.7027	0.7656	0.8990	1.7489	0.4703	0.7538	33.8571	0.1973	9.3512	1022.0000	0.3592	2847.0000	0.9374	1962.0000	2093.0000	0.8198	0.9566
83	0.6951	0.7659	0.8993	1.7496	0.4729	0.7448	33.7857	0.2105	9.3633	1042.0000	0.3651	2856.0000	0.9365	1960.0000	2093.0000	0.8123	0.9584
84	0.6833	0.7660	0.8996	1.7837	0.4554	0.7352	33.8571	0.2251	9.4538	1057.0000	0.3709	2852.0000	0.9360	1959.0000	2093.0000	0.7970	0.9580
85	0.6956	0.7649	0.8990	1.7772	0.4669	0.7469	33.5714	0.2070	9.3659	1036.0000	0.3633	2854.0000	0.9403	1968.0000	2093.0000	0.8115	0.9570
86	0.6890	0.7669	0.8995	1.7654	0.4595	0.7424	33.7143	0.2116	9.3726	1030.0000	0.3614	2852.0000	0.9322	1951.0000	2093.0000	0.8138	0.9570
87	0.6866	0.7649	0.8990	1.8041	0.4591	0.7320	33.8571	0.2239	9.2973	1058.0000	0.3710	2854.0000	0.9403	1968.0000	2093.0000	0.8024	0.9565
88	0.6926	0.7644	0.8991	1.7904	0.4581	0.7408	33.7857	0.2151	9.3159	1035.0000	0.3637	2848.0000	0.9422	1972.0000	2093.0000	0.8076	0.9562
89	0.6849	0.7665	0.8991	1.8276	0.4689	0.7438	33.7857	0.2110	9.3361	1033.0000	0.3616	2859.0000	0.9341	1955.0000	2093.0000	0.8066	0.9557
90	0.6869	0.7674	0.8995	1.8109	0.4665	0.7373	33.8571	0.2174	9.4068	1039.0000	0.3655	2845.0000	0.9302	1947.0000	2093.0000	0.8070	0.9569
91	0.6833	0.7665	0.8994	1.7526	0.4559	0.7393	33.5714	0.2166	9.3555	1046.0000	0.3678	2846.0000	0.9341	1955.0000	2093.0000	0.8046	0.9568
92	0.6791	0.7669	0.8995	1.7925	0.4687	0.7422	34.0000	0.2164	9.3993	1050.0000	0.3689	2848.0000	0.9322	1951.0000	2093.0000	0.8114	0.9565
93	0.6916	0.7659	0.8997	1.7548	0.4662	0.7475	33.7143	0.2070	9.4403	1014.0000	0.3570	2842.0000	0.9365	1960.0000	2093.0000	0.8213	0.9577
94	0.6824	0.7674	0.8998	1.7659	0.4605	0.7362	33.9286	0.2229	9.4427	1035.0000	0.3646	2841.0000	0.9302	1947.0000	2093.0000	0.8082	0.9571
95	0.6929	0.7666	0.8995	1.7210	0.4681	0.7393	33.8571	0.2146	9.4340	1031.0000	0.3625	2846.0000	0.9336	1954.0000	2093.0000	0.8145	0.9588
96	0.6833	0.7661	0.8996	1.8110	0.4597	0.7420	33.8571	0.2099	9.4244	1028.0000	0.3607	2852.0000	0.9355	1958.0000	2093.0000	0.8121	0.9545
97	0.6969	0.7647	0.8986	1.7962	0.4496	0.7406	33.6429	0.2130	9.2574	1040.0000	0.3650	2851.0000	0.9412	1970.0000	2093.0000	0.8155	0.9564
98	0.6912	0.7665	0.8995	1.7907	0.4657	0.7418	33.6429	0.2143	9.4322	1029.0000	0.3617	2847.0000	0.9341	1955.0000	2093.0000	0.8117	0.9569
99	0.6920	0.7660	0.8994	1.7906	0.4709	0.7499	33.8571	0.2049	9.3982	1016.0000	0.3579	2841.0000	0.9360	1959.0000	2093.0000	0.8184	0.9562
100	0.6937	0.7675	0.8993	1.8111	0.4636	0.7438	33.8571	0.2091	9.3715	1042.0000	0.3661	2848.0000	0.9298	1946.0000	2093.0000	0.8136	0.9558
101	0.6836	0.7661	0.8989	1.8143	0.4671	0.7430	33.7143	0.2131	9.3202	1052.0000	0.3702	2844.0000	0.9355	1958.0000	2093.0000	0.8066	0.9569
102	0.6899	0.7637	0.8989	1.7948	0.4805	0.7387	33.7857	0.2181	9.3498	1039.0000	0.3641	2856.0000	0.9451	1978.0000	2093.0000	0.8099	0.9566
103	0.6918	0.7651	0.8988	1.7921	0.4661	0.7447	33.8571	0.2069	9.2991	1022.0000	0.3592	2847.0000	0.9393	1966.0000	2093.0000	0.8145	0.9568
104	0.6854	0.7642	0.8992	1.8569	0.4548	0.7334	33.7857	0.2193	9.3693	1041.0000	0.3662	2845.0000	0.9431	1974.0000	2093.0000	0.8095	0.9546
105	0.6924	0.7661	0.8992	1.7792	0.4758	0.7436	33.5714	0.2124	9.3340	1038.0000	0.3641	2853.0000	0.9355	1958.0000	2093.0000	0.8128	0.9581
106	0.6853	0.7660	0.8989	1.9009	0.4612	0.7298	33.7857	0.2251	9.3277	1075.0000	0.3779	2847.0000	0.9360	1959.0000	2093.0000	0.7959	0.9551
107	0.6912	0.7661	0.8990	1.7535	0.4560	0.7409	33.7143	0.2117	9.3172	1039.0000	0.3651	2848.0000	0.9355	1958.0000	2093.0000	0.8132	0.9572
108	0.6946	0.7677	0.8997	1.7798	0.4656	0.7474	33.7857	0.2076	9.3774	1040.0000	0.3633	2865.0000	0.9293	1945.0000	2093.0000	0.8216	0.9569
109	0.6730	0.7671	0.8993	1.7817	0.4688	0.7301	34.0000	0.2299	9.3621	1050.0000	0.3700	2840.0000	0.9317	1950.0000	2093.0000	0.8060	0.9580
110	0.6959	0.7650	0.8993	1.7514	0.4523	0.7455	33.9286	0.2063	9.3432	1035.0000	0.3632	2852.0000	0.9398	1967.0000	2093.0000	0.8149	0.9580
111	0.6865	0.7642	0.8989	1.8460	0.4751	0.7385	33.8571	0.2168	9.3273	1044.0000	0.3672	2845.0000	0.9431	1974.0000	2093.0000	0.8084	0.9570
112	0.6916	0.7679	0.8997	1.7321	0.4792	0.7454	33.7857	0.2107	9.4107	1030.0000	0.3609	2856.0000	0.9283	1943.0000	2093.0000	0.8179	0.9586
113	0.6913	0.7651	0.8985	1.7512	0.4739	0.7458	33.7857	0.2068	9.2477	1019.0000	0.3573	2854.0000	0.9393	1966.0000	2093.0000	0.8287	0.9568
114	0.6854	0.7657	0.8995	1.7930	0.4553	0.7336	33.9286	0.2215	9.4049	1058.0000	0.3720	2846.0000	0.9369	1961.0000	2093.0000	0.8057	0.9576
115	0.6914	0.7661	0.8995	1.7987	0.4614	0.7306	33.7857	0.2258	9.4004	1062.0000	0.3734	2846.0000	0.9355	1958.0000	2093.0000	0.8008	0.9570
116	0.6889	0.7651	0.8990	1.7933	0.4706	0.7327	33.7143	0.2208	9.3616	1055.0000	0.3711	2845.0000	0.9393	1966.0000	2093.0000	0.8025	0.9559
117	0.6873	0.7680	0.8997	1.8429	0.4662	0.7323	33.8571	0.2214	9.3955	1064.0000	0.3733	2852.0000	0.9279	1942.0000	2093.0000	0.7994	0.9536
118	0.6788	0.7667	0.8996	1.8470	0.4596	0.7299	33.5000	0.2266	9.3953	1053.0000	0.3690	2856.0000	0.9331	1953.0000	2093.0000	0.8011	0.9537
119	0.6915	0.7668	0.8994	1.8204	0.4647	0.7444	33.6429	0.2092	9.3796	1027.0000	0.3605	2851.0000	0.9326	1952.0000	2093.0000	0.8159	0.9549
120	0.6818	0.7669	0.8994	1.8305	0.4609	0.7349	33.7143	0.2171	9.3557	1043.0000	0.3662	2850.0000	0.9322	1951.0000	2093.0000	0.8067	0.9571
121	0.6849	0.7665	0.8994	1.8027	0.4537	0.7375	33.7857	0.2155	9.3887	1047.0000	0.3666	2858.0000	0.9341	1955.0000	2093.0000	0.8086	0.9566
122	0.6817	0.7681	0.8998	1.7372	0.4595	0.7301	33.7857	0.2249	9.4456	1047.0000	0.3652	2869.0000	0.9274	1941.0000	2093.0000	0.8090	0.9572
123	0.6918	0.7653	0.8990	1.7670	0.4601	0.7442	33.6429	0.2122	9.3399	1041.0000	0.3660	2846.0000	0.9388	1965.0000	2093.0000	0.8131	0.9568
124	0.6886	0.7649	0.8995	1.7788	0.4679	0.7370	33.6429	0.2203	9.4055	1045.0000	0.3654	2862.0000	0.9403	1968.0000	2093.0000	0.8061	0.9559
125	0.6837	0.7650	0.8991	1.7684	0.4605	0.7396	33.7857	0.2180	9.3523	1043.0000	0.3646	2863.0000	0.9398	1967.0000	2093.0000	0.8145	0.9564
126	0.6822	0.7673	0.8996	1.7708	0.4542	0.7382	33.9286	0.2185	9.4507	1055.0000	0.3711	2845.0000	0.9307	1948.0000	2093.0000	0.8035	0.9588
127	0.6944	0.7649	0.8986	1.7874	0.4618	0.7411	33.6429	0.2133	9.2810	1032.0000	0.3629	2846.0000	0.9403	1968.0000	2093.0000	0.8131	0.9559
128	0.6986	0.7686	0.8998	1.8254	0.4546	0.7548	33.5714	0.2014	9.4068	1033.0000	0.3631	2847.0000	0.9255	1937.0000	2093.0000	0.8166	0.9579
129	0.7036	0.7666	0.8992	1.8191	0.4681	0.7485	33.7143	0.2040	9.3541	1031.0000	0.3630	2842.0000	0.9336	1954.0000	2093.0000	0.8125	0.9568
130	0.6880	0.7656	0.8992	1.8137	0.4519	0.7352	33.8571	0.2196	9.3761	1060.0000	0.3714	2856.0000	0.9374	1962.0000	2093.0000	0.8088	0.9563
131	0.6793	0.7661	0.8992	1.7304	0.4665	0.7398	33.6429	0.2149	9.3641	1039.0000	0.3646	2852.0000	0.9355	1958.0000	2093.0000	0.8170	0.9584
132	0.6868	0.7662	0.8994	1.8134	0.4561	0.7405	33.7857	0.2141	9.3981	1041.0000	0.3641	2861.0000	0.9350	1957.0000	2093.0000	0.8127	0.9550
133	0.6877	0.7636	0.8989	1.7631	0.4518	0.7367	33.7143	0.2195	9.3310	1043.0000	0.3669	2845.0000	0.9455	1979.0000	2093.0000	0.8095	0.9567
134	0.6840	0.7642	0.8989	1.8008	0.4684	0.7363	34.0000	0.2228	9.3870	1046.0000	0.3684	2841.0000	0.9431	1974.0000	2093.0000	0.8103	0.9573
135	0.6757	0.7650	0.8992	1.8328	0.4685	0.7243	33.6429	0.2327	9.4062	1054.0000	0.3713	2841.0000	0.9398	1967.0000	2093.0000	0.7990	0.9538
136	0.6884	0.7663	0.8994	1.7776	0.4663	0.7411	34.0000	0.2142	9.3788	1044.0000	0.3659	2855.0000	0.9345	1956.0000	2093.0000	0.8105	0.9566
137	0.6823	0.7660	0.8993	1.8302	0.4567	0.7298	34.0000	0.2280	9.3910	1066.0000	0.3735	2856.0000	0.9360	1959.0000	2093.0000	0.7955	0.9560
138	0.6983	0.7650	0.8985	1.8081	0.4684	0.7448	33.7143	0.2098	9.3035	1030.0000	0.3609	2856.0000	0.9398	1967.0000	2093.0000	0.8141	0.9559
139	0.6911	0.7656	0.8991	1.8051	0.4567	0.7416	33.7857	0.2100	9.2961	1049.0000	0.3686	2848.0000	0.9374	1962.0000	2093.0000	0.8104	0.9574
140	0.6857	0.7671	0.8996	1.7921	0.4505	0.7396	33.9286	0.2161	9.4154	1050.0000	0.3691	2847.0000	0.9317	1950.0000	2093.0000	0.8075	0.9558
141	0.6977	0.7663	0.8992	1.8163	0.4712	0.7432	33.8571	0.2115	9.3180	1036.0000	0.3635	2852.0000	0.9345	1956.0000	2093.0000	0.8096	0.9571
142	0.6943	0.7672	0.8994	1.7307	0.4771	0.7372	33.7857	0.2159	9.3925	1038.0000	0.3656	2841.0000	0.9312	1949.0000	2093.0000	0.8141	0.9578
143	0.6942	0.7648	0.8991	1.7920	0.4700	0.7479	33.9286	0.2073	9.3469	1017.0000	0.3576	2846.0000	0.9408	1969.0000	2093.0000	0.8194	0.9574
144	0.6778	0.7673	0.8994	1.7966	0.4731	0.7344	33.7857	0.2200	9.3434	1051.0000	0.3702	2841.0000	0.9307	1948.0000	2093.0000	0.8089	0.9564
145	0.6840	0.7648	0.8992	1.7711	0.4668	0.7336	33.7143	0.2214	9.3606	1047.0000	0.3684	2844.0000	0.9408	1969.0000	2093.0000	0.8024	0.9563
146	0.6874	0.7656	0.8993	1.7749	0.4581	0.7465	33.7143	0.2078	9.3552	1041.0000	0.3641	2861.0000	0.9374	1962.0000	2093.0000	0.8113	0.9568
147	0.6871	0.7648	0.8989	1.7858	0.4560	0.7327	33.8571	0.2232	9.3032	1048.0000	0.3671	2857.0000	0.9408	1969.0000	2093.0000	0.8047	0.9573
148	0.6886	0.7651	0.8993	1.7933	0.4688	0.7386	33.8571	0.2138	9.3795	1031.0000	0.3621	2849.0000	0.9393	1966.0000	2093.0000	0.8161	0.9569
149	0.6894	0.7671	0.8993	1.7861	0.4595	0.7421	33.9286	0.2171	9.3656	1034.0000	0.3634	2847.0000	0.9317	1950.0000	2093.0000	0.8082	0.9574
150	0.6902	0.7655	0.8990	1.8186	0.4514	0.7453	34.0000	0.2084	9.2853	1037.0000	0.3655	2839.0000	0.9379	1963.0000	2093.0000	0.8031	0.9564
151	0.6956	0.7681	0.8999	1.8098	0.4562	0.7391	33.7857	0.2157	9.4436	1045.0000	0.3671	2849.0000	0.9274	1941.0000	2093.0000	0.8062	0.9565
152	0.6908	0.7672	0.8996	1.7899	0.4532	0.7375	33.8571	0.2163	9.4084	1057.0000	0.3704	2856.0000	0.9312	1949.0000	2093.0000	0.8095	0.9560
