accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed	regular	purityx
34	0.3540	0.3606	0.1768	1.7933	0.0240	0.6379	34.0000	0.2816	2.6842	103.0000	0.3169	329.0000	0.2336	342.0000	1464.0000	0.8754	0.8436
35	0.3560	0.3551	0.1422	1.6105	0.0206	0.5897	34.0000	0.3613	2.4790	96.0000	0.3441	285.0000	0.1954	286.0000	1464.0000	0.8702	0.8646
36	0.3703	0.3590	0.1680	1.5350	0.0225	0.6292	34.3750	0.2974	2.6707	99.0000	0.3246	314.0000	0.2281	334.0000	1464.0000	0.8631	0.8566
37	0.4110	0.3689	0.1616	1.5179	0.0229	0.6400	33.3750	0.3136	2.6456	99.0000	0.3289	307.0000	0.2275	333.0000	1464.0000	0.8534	0.8778
38	0.3388	0.3678	0.1848	1.6373	0.0293	0.6383	33.6250	0.3027	2.6973	104.0000	0.2834	375.0000	0.2527	370.0000	1464.0000	0.8933	0.8533
39	0.3387	0.3568	0.1528	1.5192	0.0253	0.6339	34.1250	0.3022	2.6457	88.0000	0.2866	312.0000	0.2063	302.0000	1464.0000	0.9103	0.8693
40	0.3270	0.3584	0.1672	1.5736	0.0250	0.5994	34.2500	0.3397	2.6565	103.0000	0.3140	333.0000	0.2247	329.0000	1464.0000	0.8709	0.8594
41	0.4153	0.3667	0.1582	1.6142	0.0267	0.6556	34.2500	0.3137	2.6038	98.0000	0.3082	324.0000	0.2172	318.0000	1464.0000	0.8796	0.8748
42	0.3756	0.3584	0.1492	1.6645	0.0233	0.6021	34.6250	0.3365	2.6406	98.0000	0.3322	301.0000	0.1919	281.0000	1464.0000	0.8771	0.8600
43	0.3830	0.3529	0.1828	1.7413	0.0268	0.6673	34.2500	0.3010	2.5976	105.0000	0.3097	344.0000	0.2275	333.0000	1464.0000	0.8663	0.8719
44	0.3478	0.3546	0.1617	1.5665	0.0260	0.5851	33.7500	0.3662	2.5552	100.0000	0.3226	316.0000	0.2227	326.0000	1464.0000	0.8829	0.8652
45	0.4334	0.3738	0.1886	1.6507	0.0337	0.6427	34.2500	0.3060	2.8622	100.0000	0.2833	355.0000	0.2131	312.0000	1464.0000	0.9155	0.8540
46	0.3580	0.3650	0.1598	1.6346	0.0203	0.6384	33.6250	0.3033	2.5701	97.0000	0.3299	301.0000	0.2145	314.0000	1464.0000	0.8638	0.8639
47	0.3813	0.3700	0.1723	1.6619	0.0272	0.6059	33.8750	0.3564	2.6500	112.0000	0.3265	349.0000	0.2049	300.0000	1464.0000	0.8567	0.8712
48	0.3718	0.3590	0.1701	1.6429	0.0239	0.6613	34.3750	0.2596	2.5341	106.0000	0.3090	350.0000	0.2302	337.0000	1464.0000	0.8571	0.8665
49	0.4018	0.3584	0.1755	1.6806	0.0289	0.6389	33.5000	0.2724	2.6226	100.0000	0.2849	360.0000	0.2117	310.0000	1464.0000	0.9028	0.8511
50	0.3169	0.3606	0.1763	1.6910	0.0276	0.6289	34.7500	0.3067	2.6928	102.0000	0.3045	343.0000	0.2357	345.0000	1464.0000	0.8776	0.8368
51	0.3492	0.3639	0.1498	1.6077	0.0207	0.5961	34.2500	0.3428	2.5848	106.0000	0.3202	339.0000	0.2336	342.0000	1464.0000	0.8614	0.8405
52	0.3469	0.3606	0.1607	1.5833	0.0228	0.6027	34.0000	0.3393	2.4814	100.0000	0.3205	324.0000	0.2199	322.0000	1464.0000	0.8889	0.8713
53	0.3450	0.3639	0.1595	1.7196	0.0281	0.6159	34.1250	0.3435	2.7377	102.0000	0.3228	321.0000	0.2213	324.0000	1464.0000	0.8754	0.8753
54	0.3374	0.3612	0.1708	1.5333	0.0252	0.6254	34.1250	0.3107	2.6805	96.0000	0.3107	315.0000	0.2138	313.0000	1464.0000	0.8825	0.8602
55	0.4032	0.3628	0.1672	1.5532	0.0262	0.6393	34.8750	0.2920	2.7816	94.0000	0.2919	329.0000	0.2001	293.0000	1464.0000	0.9058	0.8668
56	0.4064	0.3617	0.1701	1.6451	0.0252	0.6791	33.8750	0.2709	2.6667	90.0000	0.2839	324.0000	0.2316	339.0000	1464.0000	0.8920	0.8645
57	0.3431	0.3738	0.1690	1.5369	0.0270	0.6234	34.2500	0.3404	2.6856	105.0000	0.3172	339.0000	0.2411	353.0000	1464.0000	0.8761	0.8689
58	0.3959	0.3678	0.1785	1.6904	0.0310	0.6845	33.8750	0.2771	2.5516	91.0000	0.2556	365.0000	0.2514	368.0000	1464.0000	0.9178	0.8547
59	0.3925	0.3623	0.1611	1.6250	0.0250	0.6556	34.0000	0.3004	2.7013	89.0000	0.2937	312.0000	0.2104	308.0000	1464.0000	0.9263	0.8657
60	0.3767	0.3656	0.1608	1.7065	0.0276	0.6115	34.1250	0.3440	2.8015	98.0000	0.3234	310.0000	0.1824	267.0000	1464.0000	0.8871	0.8580
61	0.3770	0.3678	0.1804	1.6600	0.0288	0.6376	34.0000	0.3215	2.6103	102.0000	0.2948	350.0000	0.2384	349.0000	1464.0000	0.8943	0.8642
62	0.3585	0.3722	0.1752	1.6462	0.0281	0.6534	33.7500	0.2798	2.6435	96.0000	0.2849	342.0000	0.2357	345.0000	1464.0000	0.9181	0.8597
63	0.3359	0.3590	0.1680	1.5844	0.0258	0.5595	33.8750	0.3913	2.5777	105.0000	0.3355	320.0000	0.2329	341.0000	1464.0000	0.8719	0.8602
64	0.4077	0.3678	0.1657	1.4548	0.0256	0.6489	34.3750	0.3173	2.8531	89.0000	0.2808	321.0000	0.2186	320.0000	1464.0000	0.9034	0.8898
65	0.3625	0.3513	0.1567	1.6759	0.0242	0.6348	34.3750	0.2967	2.5681	100.0000	0.3155	324.0000	0.2357	345.0000	1464.0000	0.8827	0.8431
66	0.3489	0.3595	0.1662	1.6131	0.0251	0.5993	34.3750	0.3558	2.6900	98.0000	0.3256	305.0000	0.2049	300.0000	1464.0000	0.8590	0.8599
67	0.3878	0.3573	0.1763	1.5824	0.0249	0.6585	35.0000	0.2788	2.6231	94.0000	0.2831	340.0000	0.2247	329.0000	1464.0000	0.9088	0.8604
68	0.3916	0.3601	0.1696	1.6596	0.0261	0.6337	34.0000	0.2942	2.5773	102.0000	0.3119	332.0000	0.2343	343.0000	1464.0000	0.8886	0.8341
69	0.3344	0.3656	0.1748	1.7343	0.0251	0.6230	34.5000	0.3216	2.6387	112.0000	0.3284	350.0000	0.2363	346.0000	1464.0000	0.8600	0.8579
70	0.3384	0.3584	0.1605	1.5414	0.0244	0.6054	34.5000	0.3289	2.6782	97.0000	0.3170	314.0000	0.1974	289.0000	1464.0000	0.8885	0.8523
71	0.3912	0.3782	0.1802	1.6537	0.0308	0.6288	34.8750	0.2963	2.8809	111.0000	0.3136	361.0000	0.2179	319.0000	1464.0000	0.8809	0.8505
72	0.3772	0.3584	0.1728	1.7697	0.0279	0.6528	33.5000	0.2859	2.6760	99.0000	0.2920	343.0000	0.2193	321.0000	1464.0000	0.8921	0.8708
73	0.3577	0.3595	0.1548	1.6429	0.0239	0.6133	34.6250	0.3107	2.7701	101.0000	0.3471	294.0000	0.1872	274.0000	1464.0000	0.8707	0.8701
74	0.3774	0.3623	0.1646	1.6047	0.0247	0.6561	34.0000	0.2811	2.3918	94.0000	0.2773	344.0000	0.2336	342.0000	1464.0000	0.9041	0.8565
75	0.4207	0.3634	0.1720	1.7118	0.0281	0.6663	34.2500	0.2783	2.6254	94.0000	0.2798	340.0000	0.2261	331.0000	1464.0000	0.9059	0.8410
76	0.3840	0.3733	0.1714	1.6577	0.0284	0.6373	34.2500	0.3154	2.7275	101.0000	0.3051	333.0000	0.2281	334.0000	1464.0000	0.8829	0.8639
77	0.4247	0.3606	0.1664	1.6482	0.0265	0.6567	33.6250	0.2993	2.7986	89.0000	0.2947	307.0000	0.1967	288.0000	1464.0000	0.8958	0.8605
78	0.4144	0.3645	0.1650	1.6441	0.0262	0.6833	33.8750	0.2449	2.5185	96.0000	0.2775	354.0000	0.2398	351.0000	1464.0000	0.9124	0.8517
79	0.3854	0.3639	0.1656	1.6020	0.0252	0.5936	33.8750	0.3434	2.8355	102.0000	0.3423	304.0000	0.2077	304.0000	1464.0000	0.8618	0.8617
80	0.3820	0.3617	0.1699	1.5981	0.0254	0.6308	34.8750	0.3170	2.6113	95.0000	0.2987	321.0000	0.2179	319.0000	1464.0000	0.8910	0.8653
81	0.3331	0.3502	0.1519	1.7303	0.0238	0.5953	34.1250	0.3357	2.6441	102.0000	0.3434	304.0000	0.2015	295.0000	1464.0000	0.8454	0.8416
82	0.3713	0.3683	0.1647	1.6156	0.0242	0.6314	33.8750	0.3074	2.7245	100.0000	0.3165	320.0000	0.2206	323.0000	1464.0000	0.8750	0.8530
83	0.4112	0.3678	0.1930	1.7057	0.0333	0.6312	34.3750	0.3067	2.8765	111.0000	0.3075	367.0000	0.2322	340.0000	1464.0000	0.8937	0.8578
84	0.3551	0.3683	0.1673	1.6303	0.0262	0.6368	34.5000	0.3005	2.6431	97.0000	0.2985	330.0000	0.2316	339.0000	1464.0000	0.9152	0.8539
85	0.4019	0.3689	0.1701	1.6086	0.0269	0.6142	34.1250	0.3075	2.6308	103.0000	0.3179	327.0000	0.2220	325.0000	1464.0000	0.8716	0.8608
86	0.3233	0.3579	0.1515	1.6296	0.0209	0.6053	33.6250	0.3288	2.5498	94.0000	0.3264	297.0000	0.2261	331.0000	1464.0000	0.8822	0.8734
87	0.3838	0.3656	0.1711	1.6795	0.0282	0.6434	34.0000	0.2786	2.6418	97.0000	0.2904	337.0000	0.2288	335.0000	1464.0000	0.9110	0.8522
88	0.3508	0.3722	0.1802	1.5452	0.0257	0.6055	34.2500	0.3311	2.5251	104.0000	0.3014	354.0000	0.2445	358.0000	1464.0000	0.8898	0.8691
89	0.4180	0.3634	0.1712	1.6167	0.0303	0.6613	34.1250	0.2923	2.5660	101.0000	0.2853	360.0000	0.2329	341.0000	1464.0000	0.8917	0.8610
90	0.4084	0.3540	0.1640	1.6243	0.0265	0.6308	34.0000	0.2925	2.5205	100.0000	0.2874	354.0000	0.2336	342.0000	1464.0000	0.9124	0.8629
91	0.3678	0.3584	0.1767	1.9415	0.0276	0.6138	34.5000	0.3302	2.4969	102.0000	0.3018	342.0000	0.2186	320.0000	1464.0000	0.8947	0.8410
92	0.3821	0.3661	0.1831	1.6737	0.0279	0.6378	34.1250	0.2978	2.8275	103.0000	0.3112	334.0000	0.2138	313.0000	1464.0000	0.8922	0.8650
93	0.3549	0.3551	0.1514	1.5495	0.0244	0.6068	33.6250	0.3330	2.6481	99.0000	0.3183	313.0000	0.1960	287.0000	1464.0000	0.8754	0.8596
94	0.3352	0.3584	0.1691	1.5579	0.0272	0.6346	33.7500	0.3206	2.5741	106.0000	0.3202	337.0000	0.2165	317.0000	1464.0000	0.8724	0.8589
95	0.3547	0.3535	0.1677	1.5736	0.0257	0.6245	34.7500	0.3276	2.6047	100.0000	0.3135	326.0000	0.2022	296.0000	1464.0000	0.8834	0.8439
96	0.3650	0.3667	0.1508	1.4840	0.0227	0.5765	34.2500	0.3770	2.5912	106.0000	0.3464	312.0000	0.2172	318.0000	1464.0000	0.8462	0.8730
97	0.3805	0.3760	0.1847	1.6575	0.0277	0.6759	34.3750	0.2787	2.7214	100.0000	0.2825	362.0000	0.2329	341.0000	1464.0000	0.8978	0.8711
98	0.3863	0.3617	0.1631	1.4968	0.0257	0.6261	34.2500	0.3226	2.6787	99.0000	0.3204	312.0000	0.2083	305.0000	1464.0000	0.8782	0.8730
99	0.3424	0.3612	0.1511	1.5748	0.0242	0.6054	34.2500	0.3503	2.6453	98.0000	0.3289	301.0000	0.2022	296.0000	1464.0000	0.8904	0.8599
100	0.3587	0.3573	0.1570	1.5579	0.0242	0.6159	34.6250	0.3370	2.5525	104.0000	0.3260	328.0000	0.2213	324.0000	1464.0000	0.8476	0.8537
101	0.3762	0.3694	0.1681	1.5894	0.0262	0.6447	34.5000	0.2876	2.5060	98.0000	0.2917	341.0000	0.2281	334.0000	1464.0000	0.9003	0.8563
102	0.3880	0.3639	0.1669	1.7024	0.0266	0.6735	33.8750	0.2621	2.7094	94.0000	0.2840	336.0000	0.2186	320.0000	1464.0000	0.9196	0.8533
103	0.3924	0.3722	0.1856	1.5970	0.0294	0.6516	34.0000	0.2926	2.8909	100.0000	0.3049	335.0000	0.2316	339.0000	1464.0000	0.8985	0.8669
104	0.3776	0.3606	0.1693	1.6380	0.0268	0.6508	33.8750	0.2811	2.7695	95.0000	0.2932	326.0000	0.2193	321.0000	1464.0000	0.8988	0.8510
105	0.3903	0.3678	0.1802	1.7471	0.0308	0.6208	34.3750	0.3098	2.8173	107.0000	0.3175	340.0000	0.2206	323.0000	1464.0000	0.8676	0.8450
106	0.3958	0.3628	0.1716	1.6579	0.0277	0.6648	33.6250	0.2801	2.6426	96.0000	0.2874	342.0000	0.2179	319.0000	1464.0000	0.9064	0.8398
107	0.3293	0.3590	0.1487	1.5967	0.0220	0.5830	34.3750	0.3220	2.5524	97.0000	0.3244	305.0000	0.1954	286.0000	1464.0000	0.8787	0.8664
108	0.3859	0.3656	0.1666	1.6813	0.0249	0.6468	34.8750	0.3000	2.7281	96.0000	0.2874	342.0000	0.2186	320.0000	1464.0000	0.8947	0.8656
109	0.3941	0.3507	0.1607	1.5942	0.0243	0.6340	34.3750	0.3333	2.5637	93.0000	0.3121	308.0000	0.2145	314.0000	1464.0000	0.8896	0.8554
110	0.3588	0.3639	0.1579	1.7270	0.0265	0.5945	34.0000	0.3400	2.9450	101.0000	0.3355	304.0000	0.2111	309.0000	1464.0000	0.8947	0.8515
111	0.3768	0.3584	0.1693	1.6385	0.0272	0.6143	34.2500	0.3336	2.4957	104.0000	0.3095	343.0000	0.2370	347.0000	1464.0000	0.8834	0.8499
112	0.3341	0.3612	0.1723	1.6314	0.0250	0.6227	34.5000	0.3414	2.6772	98.0000	0.3025	331.0000	0.2158	316.0000	1464.0000	0.8912	0.8538
113	0.3855	0.3667	0.1752	1.7301	0.0296	0.6192	34.0000	0.3152	2.5762	103.0000	0.2968	352.0000	0.2240	328.0000	1464.0000	0.8892	0.8487
114	0.3487	0.3617	0.1684	1.5094	0.0237	0.6202	34.5000	0.3333	2.7235	100.0000	0.3175	318.0000	0.2124	311.0000	1464.0000	0.8742	0.8671
115	0.3693	0.3568	0.1682	1.6304	0.0276	0.6364	33.8750	0.3222	2.3534	104.0000	0.2865	368.0000	0.2377	348.0000	1464.0000	0.8940	0.8535
116	0.3766	0.3617	0.1585	1.7774	0.0236	0.6246	33.7500	0.3071	2.6710	102.0000	0.3100	337.0000	0.2097	307.0000	1464.0000	0.8813	0.8545
117	0.4167	0.3634	0.1813	1.5481	0.0278	0.6644	34.0000	0.2897	2.6034	96.0000	0.2866	343.0000	0.2445	358.0000	1464.0000	0.8921	0.8620
118	0.3674	0.3623	0.1656	1.7788	0.0238	0.6014	34.0000	0.3354	2.8474	95.0000	0.3125	312.0000	0.2104	308.0000	1464.0000	0.8974	0.8444
119	0.3771	0.3535	0.1631	1.5872	0.0245	0.6557	34.0000	0.2839	2.4391	93.0000	0.2888	327.0000	0.2131	312.0000	1464.0000	0.8838	0.8696
120	0.3841	0.3590	0.1568	1.5017	0.0261	0.6311	33.7500	0.3117	2.7684	89.0000	0.3058	299.0000	0.1947	285.0000	1464.0000	0.9064	0.8689
121	0.3702	0.3672	0.1767	1.6084	0.0251	0.6373	34.5000	0.3145	2.8092	100.0000	0.3058	332.0000	0.2363	346.0000	1464.0000	0.8886	0.8670
122	0.4168	0.3551	0.1666	1.6288	0.0265	0.6569	34.1250	0.2675	2.6893	95.0000	0.2987	326.0000	0.2111	309.0000	1464.0000	0.8896	0.8535
123	0.3682	0.3595	0.1608	1.6187	0.0257	0.6050	34.5000	0.3230	2.5368	95.0000	0.3016	320.0000	0.2227	326.0000	1464.0000	0.9031	0.8425
124	0.3774	0.3683	0.1686	1.6850	0.0268	0.6268	33.3750	0.3157	2.6955	103.0000	0.3029	346.0000	0.2288	335.0000	1464.0000	0.8960	0.8590
125	0.3425	0.3606	0.1798	1.6117	0.0276	0.6338	34.1250	0.3058	2.5216	106.0000	0.3020	358.0000	0.2370	347.0000	1464.0000	0.8911	0.8549
126	0.4185	0.3700	0.1643	1.5755	0.0246	0.6669	34.1250	0.2812	2.6163	102.0000	0.2957	351.0000	0.2350	344.0000	1464.0000	0.8803	0.8611
127	0.3488	0.3601	0.1652	1.6431	0.0265	0.6048	33.7500	0.3303	2.7278	93.0000	0.3059	311.0000	0.2158	316.0000	1464.0000	0.9228	0.8412
128	0.4407	0.3595	0.1741	1.6280	0.0273	0.6213	33.8750	0.2960	2.6937	96.0000	0.2874	336.0000	0.2275	333.0000	1464.0000	0.9107	0.8529
129	0.3333	0.3711	0.1536	1.6739	0.0228	0.6003	33.7500	0.3363	2.8012	109.0000	0.3460	322.0000	0.2199	322.0000	1464.0000	0.8447	0.8609
130	0.3691	0.3584	0.1718	1.5953	0.0277	0.6481	33.7500	0.3046	2.7448	101.0000	0.3024	341.0000	0.1954	286.0000	1464.0000	0.9062	0.8683
131	0.3708	0.3650	0.1879	1.5556	0.0275	0.6790	34.0000	0.2819	2.7912	98.0000	0.2908	342.0000	0.2322	340.0000	1464.0000	0.8889	0.8719
132	0.3422	0.3639	0.1637	1.6569	0.0295	0.6378	34.5000	0.2936	2.5757	100.0000	0.2994	341.0000	0.2077	304.0000	1464.0000	0.9062	0.8399
133	0.3480	0.3733	0.1764	1.6779	0.0257	0.6363	34.2500	0.3024	2.7358	108.0000	0.3095	357.0000	0.2404	352.0000	1464.0000	0.8711	0.8306
134	0.3604	0.3601	0.1673	1.6265	0.0232	0.6225	34.6250	0.2937	2.5190	97.0000	0.3060	324.0000	0.2158	316.0000	1464.0000	0.8796	0.8508
135	0.3002	0.3601	0.1667	1.5941	0.0257	0.6225	33.8750	0.3342	2.4802	98.0000	0.2925	340.0000	0.2247	329.0000	1464.0000	0.9206	0.8580
136	0.3604	0.3579	0.1634	1.5186	0.0234	0.6496	33.7500	0.2829	2.7823	91.0000	0.3116	295.0000	0.2165	317.0000	1464.0000	0.8847	0.8758
137	0.4237	0.3716	0.1768	1.5831	0.0283	0.6260	34.1250	0.3228	2.6790	105.0000	0.3088	343.0000	0.2404	352.0000	1464.0000	0.8805	0.8594
138	0.3624	0.3650	0.1643	1.6877	0.0220	0.6018	34.2500	0.3178	2.6656	106.0000	0.3408	317.0000	0.2206	323.0000	1464.0000	0.8454	0.8511
139	0.4006	0.3744	0.1707	1.5680	0.0269	0.6575	33.3750	0.3104	2.7815	99.0000	0.2973	338.0000	0.2220	325.0000	1464.0000	0.8846	0.8759
140	0.3734	0.3672	0.1821	1.6420	0.0270	0.6251	34.3750	0.3132	2.7557	106.0000	0.3037	352.0000	0.2404	352.0000	1464.0000	0.8722	0.8671
141	0.3779	0.3777	0.1843	1.7250	0.0260	0.6614	34.1250	0.2919	2.5895	98.0000	0.2768	360.0000	0.2596	380.0000	1464.0000	0.9194	0.8493
142	0.4300	0.3634	0.1616	1.5080	0.0271	0.6968	34.0000	0.2525	2.9072	81.0000	0.2630	311.0000	0.1988	291.0000	1464.0000	0.9293	0.8650
143	0.3645	0.3628	0.1723	1.7227	0.0250	0.6007	34.5000	0.3360	2.5806	112.0000	0.3191	357.0000	0.2459	360.0000	1464.0000	0.8908	0.8516
144	0.3528	0.3656	0.1457	1.6098	0.0203	0.5725	33.7500	0.3750	2.8939	98.0000	0.3813	264.0000	0.1673	245.0000	1464.0000	0.8523	0.8917
145	0.3822	0.3733	0.1699	1.7443	0.0295	0.6248	33.5000	0.2964	2.7161	107.0000	0.3101	348.0000	0.2165	317.0000	1464.0000	0.8966	0.8418
146	0.3251	0.3540	0.1516	1.5521	0.0209	0.5601	33.7500	0.3753	2.5149	100.0000	0.3546	288.0000	0.2070	303.0000	1464.0000	0.8542	0.8577
147	0.3814	0.3562	0.1705	1.6056	0.0262	0.6704	33.7500	0.2808	2.4814	88.0000	0.2566	355.0000	0.2199	322.0000	1464.0000	0.9352	0.8396
148	0.3879	0.3617	0.1743	1.6964	0.0268	0.6450	34.2500	0.2955	2.5805	107.0000	0.3057	359.0000	0.2247	329.0000	1464.0000	0.8747	0.8599
149	0.4106	0.3727	0.1859	1.6685	0.0277	0.6999	34.6250	0.2543	2.6965	102.0000	0.2810	365.0000	0.2363	346.0000	1464.0000	0.8959	0.8676
150	0.3894	0.3628	0.1758	1.7493	0.0292	0.6686	34.1250	0.2816	2.5217	99.0000	0.2973	339.0000	0.2357	345.0000	1464.0000	0.8968	0.8533
151	0.3431	0.3590	0.1603	1.7577	0.0250	0.6078	34.3750	0.3500	2.6288	102.0000	0.3218	326.0000	0.2227	326.0000	1464.0000	0.8834	0.8574
152	0.3537	0.3617	0.1646	1.7100	0.0259	0.6757	33.8750	0.2830	2.7254	93.0000	0.2862	331.0000	0.2015	295.0000	1464.0000	0.9063	0.8550
153	0.3636	0.3546	0.1754	1.6006	0.0244	0.6472	34.1250	0.2979	2.5640	99.0000	0.3075	328.0000	0.2240	328.0000	1464.0000	0.8872	0.8566
154	0.3459	0.3595	0.1664	1.4700	0.0253	0.6271	33.8750	0.3288	2.7893	98.0000	0.3121	317.0000	0.2042	299.0000	1464.0000	0.8896	0.8789
155	0.4007	0.3683	0.1599	1.7018	0.0243	0.6617	33.3750	0.2869	2.4763	92.0000	0.2848	332.0000	0.2309	338.0000	1464.0000	0.8916	0.8642
156	0.3950	0.3727	0.1776	1.5770	0.0298	0.6599	33.5000	0.3087	2.7303	97.0000	0.2994	331.0000	0.2254	330.0000	1464.0000	0.8792	0.8705
157	0.4041	0.3727	0.1651	1.6178	0.0263	0.6621	34.0000	0.2837	2.7931	90.0000	0.2894	314.0000	0.1981	290.0000	1464.0000	0.9045	0.8694
